#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Special,Speed,Legendary
63,Abra,Psychic,,310,32,25,2,78,95,False
128,Tauros,Normal,,490,72,108,95,50,114,False
88,Grimer,Poison,,325,72,73,56,48,29,False
24,Arbok,Poison,,438,55,81,57,78,88,False
97,Hypno,Psychic,,483,77,79,65,92,77,False
59,Arcanine,Fire,,555,90,115,73,86,106,False
84,Doduo,Normal,Flying,310,24,86,49,36,79,False
38,Ninetales,Fire,,505,79,79,66,90,102,False
149,Dragonite,Dragon,Flying,600,96,140,91,99,75,False
108,Lickitung,Normal,,385,92,63,66,72,21,False
71,Victreebel,Grass,Poison,490,90,98,58,85,74,False
2,Ivysaur,Grass,Poison,405,60,56,59,80,71,False
126,Magmar,Fire,,495,68,98,62,91,85,False
145,Zapdos,Electric,Flying,580,95,95,79,108,94,True
99,Kingler,Water,,475,60,116,108,55,81,False
130,Gyarados,Water,Flying,540,100,127,76,74,88,False
43,Oddish,Grass,Poison,320,40,57,50,69,35,False
72,Tentacool,Water,Poison,335,39,48,28,79,62,False
51,Dugtrio,Ground,,405,41,87,40,58,121,False
103,Exeggutor,Grass,Psychic,520,102,98,78,97,48,False
116,Horsea,Water,,295,39,36,70,46,58,False
87,Dewgong,Water,Ice,475,93,62,77,86,71,False
28,Sandslash,Ground,,450,72,101,108,52,65,False
31,Nidoqueen,Poison,Ground,505,83,98,78,81,84,False
16,Pidgey,Normal,Flying,251,49,39,32,33,65,False
69,Bellsprout,Grass,Poison,300,49,82,41,45,38,False
76,Golem,Rock,Ground,495,70,130,130,62,41,False
36,Clefable,Normal,,483,107,62,77,88,62,False
25,Pikachu,Electric,,320,36,60,47,46,84,False
5,Charmeleon,Fire,,405,68,63,60,66,81,False
16,Pidgey,Normal,Flying,251,44,36,35,38,61,False
75,Graveler,Rock,Ground,390,54,95,116,47,31,False
123,Scyther,Bug,Flying,500,62,107,81,72,107,False
4,Charmander,Fire,,309,42,51,37,54,71,False
133,Eevee,Normal,,325,51,54,51,51,67,False
96,Drowzee,Psychic,,328,58,44,49,68,40,False
32,Nidoran♂,Poison,,273,47,62,38,39,48,False
118,Goldeen,Water,,320,49,69,64,40,59,False
75,Graveler,Rock,Ground,390,48,102,117,46,30,False
1,Bulbasaur,Grass,Poison,318,55,53,58,50,51,False
114,Tangela,Grass,,435,64,58,123,67,56,False
11,Metapod,Bug,,205,53,18,47,31,25,False
48,Venonat,Bug,Poison,305,63,48,42,50,53,False
54,Psyduck,Water,,320,47,43,50,60,60,False
66,Machop,Fighting,,305,73,79,51,36,31,False
143,Snorlax,Normal,,540,169,107,73,82,26,False
143,Snorlax,Normal,,540,164,103,65,93,22,False
127,Pinsir,Bug,,500,62,126,98,66,81,False
138,Omanyte,Rock,Water,355,42,32,106,74,27,False
72,Tentacool,Water,Poison,335,44,48,33,76,59,False
113,Chansey,Normal,,450,247,0,9,67,60,False
131,Lapras,Water,Ice,535,124,86,88,92,52,False
78,Rapidash,Fire,,500,67,108,67,78,101,False
37,Vulpix,Fire,,299,29,37,49,60,63,False
102,Exeggcute,Grass,Psychic,325,60,37,76,49,54,False
39,Jigglypuff,Normal,,270,116,40,17,42,13,False
19,Rattata,Normal,,253,23,56,29,40,65,False
107,Hitmonchan,Fighting,,455,48,108,81,73,72,False
82,Magneton,Electric,,465,57,52,102,90,73,False
13,Weedle,Bug,Poison,195,48,36,20,18,54,False
20,Raticate,Normal,,413,56,75,69,56,101,False
62,Poliwrath,Water,Fighting,510,95,88,95,80,71,False
45,Vileplume,Grass,Poison,490,78,77,92,103,37,False
143,Snorlax,Normal,,540,164,107,57,93,26,False
147,Dratini,Dragon,,300,36,73,43,50,49,False
82,Magneton,Electric,,465,53,52,89,97,77,False
119,Seaking,Water,,450,86,97,57,70,70,False
82,Magneton,Electric,,465,54,68,87,91,74,False
95,Onix,Rock,Ground,385,40,42,151,40,73,False
14,Kakuna,Bug,Poison,205,42,31,55,22,32,False
145,Zapdos,Electric,Flying,580,92,81,85,110,101,True
60,Poliwag,Water,,300,50,57,30,38,88,False
75,Graveler,Rock,Ground,390,52,105,119,44,27,False
22,Fearow,Normal,Flying,442,63,97,71,58,96,False
111,Rhyhorn,Ground,Rock,345,77,76,105,35,17,False
117,Seadra,Water,,440,58,68,95,74,71,False
105,Marowak,Ground,,425,54,86,110,67,41,False
56,Mankey,Fighting,,305,36,80,39,38,75,False
137,Porygon,Normal,,395,61,57,75,82,39,False
42,Golbat,Poison,Flying,455,75,76,69,71,93,False
81,Magnemite,Electric,,325,33,40,68,73,38,False
99,Kingler,Water,,475,62,132,120,46,70,False
45,Vileplume,Grass,Poison,490,71,79,88,96,60,False
49,Venomoth,Bug,Poison,450,73,66,58,83,87,False
136,Flareon,Fire,,525,72,128,63,102,59,False
127,Pinsir,Bug,,500,58,123,102,68,80,False
44,Gloom,Grass,Poison,395,65,69,71,73,44,False
77,Ponyta,Fire,,410,55,90,59,60,87,False
6,Charizard,Fire,Flying,534,72,95,85,92,97,False
142,Aerodactyl,Rock,Flying,515,75,108,68,70,124,False
24,Arbok,Poison,,438,62,87,59,74,83,False
67,Machoke,Fighting,,405,85,92,64,56,52,False
30,Nidorina,Poison,,365,69,53,70,58,58,False
55,Golduck,Water,,500,78,83,68,91,89,False
39,Jigglypuff,Normal,,270,121,43,19,32,24,False
19,Rattata,Normal,,253,22,58,42,35,61,False
22,Fearow,Normal,Flying,442,64,89,56,63,107,False
52,Meowth,Normal,,290,41,33,34,45,92,False
50,Diglett,Ground,,265,20,51,25,34,102,False
20,Raticate,Normal,,413,59,89,59,60,86,False
26,Raichu,Electric,,485,66,90,44,86,112,False
131,Lapras,Water,Ice,535,127,94,72,87,68,False
77,Ponyta,Fire,,410,58,82,53,66,84,False
45,Vileplume,Grass,Poison,490,79,75,85,100,52,False
89,Muk,Poison,,500,104,112,78,80,47,False
52,Meowth,Normal,,290,38,49,39,38,89,False
130,Gyarados,Water,Flying,540,100,130,71,77,85,False
143,Snorlax,Normal,,540,161,110,72,86,24,False
5,Charmeleon,Fire,,405,64,66,58,64,89,False
32,Nidoran♂,Poison,,273,38,68,37,42,46,False
141,Kabutops,Rock,Water,495,66,123,102,64,75,False
91,Cloyster,Water,Ice,525,51,97,180,66,66,False
49,Venomoth,Bug,Poison,450,67,73,54,83,90,False
83,Farfetch'd,Normal,Flying,352,47,64,58,64,56,False
36,Clefable,Normal,,483,97,74,73,86,66,False
5,Charmeleon,Fire,,405,60,71,56,73,72,False
27,Sandshrew,Ground,,300,47,72,88,29,35,False
140,Kabuto,Rock,Water,355,29,80,88,50,59,False
147,Dratini,Dragon,,300,37,58,40,53,59,False
26,Raichu,Electric,,485,58,94,49,84,116,False
10,Caterpie,Bug,,195,53,26,36,19,42,False
126,Magmar,Fire,,495,61,96,64,95,84,False
132,Ditto,Normal,,288,52,56,45,48,40,False
44,Gloom,Grass,Poison,395,68,70,74,76,31,False
38,Ninetales,Fire,,505,71,75,79,96,89,False
33,Nidorino,Poison,,365,64,73,61,52,64,False
55,Golduck,Water,,500,78,91,71,82,97,False
51,Dugtrio,Ground,,405,43,70,56,62,113,False
1,Bulbasaur,Grass,Poison,318,36,50,50,66,49,False
73,Tentacruel,Water,Poison,515,84,62,69,98,104,False
107,Hitmonchan,Fighting,,455,39,101,82,76,82,False
146,Moltres,Fire,Flying,580,94,106,83,100,96,True
115,Kangaskhan,Normal,,490,109,92,74,62,91,False
48,Venonat,Bug,Poison,305,67,60,50,46,37,False
36,Clefable,Normal,,483,86,71,71,95,65,False
29,Nidoran♀,Poison,,275,59,40,54,37,48,False
79,Slowpoke,Water,Psychic,315,95,64,67,34,20,False
109,Koffing,Poison,,340,44,59,97,52,35,False
121,Starmie,Water,Psychic,520,64,77,83,90,117,False
110,Weezing,Poison,,490,67,94,124,72,61,False
101,Electrode,Electric,,480,55,46,73,84,137,False
52,Meowth,Normal,,290,46,37,39,42,84,False
23,Ekans,Poison,,288,43,61,40,44,56,False
37,Vulpix,Fire,,299,48,44,35,54,65,False
92,Gastly,Ghost,Poison,310,28,30,30,74,75,False
128,Tauros,Normal,,490,73,96,106,54,108,False
84,Doduo,Normal,Flying,310,44,86,29,36,79,False
36,Clefable,Normal,,483,101,60,69,96,60,False
50,Diglett,Ground,,265,6,50,31,38,103,False
53,Persian,Normal,,440,66,66,63,66,113,False
116,Horsea,Water,,295,35,36,72,46,60,False
88,Grimer,Poison,,325,76,85,51,42,29,False
43,Oddish,Grass,Poison,320,40,45,62,72,30,False
126,Magmar,Fire,,495,74,87,51,92,99,False
15,Beedrill,Bug,Poison,395,61,100,46,57,74,False
118,Goldeen,Water,,320,46,65,58,42,67,False
110,Weezing,Poison,,490,58,97,124,74,63,False
1,Bulbasaur,Grass,Poison,318,50,46,57,54,57,False
29,Nidoran♀,Poison,,275,57,54,50,42,29,False
2,Ivysaur,Grass,Poison,405,54,60,70,78,65,False
144,Articuno,Ice,Flying,580,87,90,98,108,90,True
132,Ditto,Normal,,288,44,49,51,54,37,False
21,Spearow,Normal,Flying,262,43,68,22,31,67,False
114,Tangela,Grass,,435,59,53,113,74,63,False
41,Zubat,Poison,Flying,245,42,42,33,32,63,False
85,Dodrio,Normal,Flying,460,64,115,66,62,91,False
87,Dewgong,Water,Ice,475,88,66,88,86,62,False
21,Spearow,Normal,Flying,262,50,52,32,26,76,False
79,Slowpoke,Water,Psychic,315,84,75,63,40,13,False
9,Blastoise,Water,,530,89,75,100,96,75,False
34,Nidoking,Poison,Ground,505,88,95,79,76,92,False
117,Seadra,Water,,440,56,73,98,66,81,False
6,Charizard,Fire,Flying,534,69,89,83,94,105,False
78,Rapidash,Fire,,500,55,105,64,82,112,False
134,Vaporeon,Water,,525,132,61,65,102,63,False
26,Raichu,Electric,,485,65,96,47,86,106,False
146,Moltres,Fire,Flying,580,95,95,98,106,80,True
62,Poliwrath,Water,Fighting,510,77,100,102,78,75,False
23,Ekans,Poison,,288,39,44,47,50,59,False
80,Slowbro,Water,Psychic,490,98,78,101,88,38,False
83,Farfetch'd,Normal,Flying,352,53,62,51,60,65,False
95,Onix,Rock,Ground,385,37,43,166,36,67,False
150,Mewtwo,Psychic,,680,100,110,89,124,134,True
93,Haunter,Ghost,Poison,405,48,55,31,86,99,False
44,Gloom,Grass,Poison,395,57,68,68,82,39,False
7,Squirtle,Water,,314,44,40,67,60,42,False
51,Dugtrio,Ground,,405,29,90,53,56,121,False
44,Gloom,Grass,Poison,395,61,55,64,87,41,False
29,Nidoran♀,Poison,,275,60,42,60,38,36,False
25,Pikachu,Electric,,320,40,64,31,48,89,False
7,Squirtle,Water,,314,53,39,59,58,46,False
12,Butterfree,Bug,Flying,395,58,38,62,85,67,False
118,Goldeen,Water,,320,40,75,68,36,65,False
48,Venonat,Bug,Poison,305,63,57,59,42,41,False
144,Articuno,Ice,Flying,580,88,85,107,109,82,True
147,Dratini,Dragon,,300,38,68,53,48,44,False
119,Seaking,Water,,450,86,82,73,72,65,False
48,Venonat,Bug,Poison,305,66,50,55,50,33,False
117,Seadra,Water,,440,58,55,102,71,83,False
102,Exeggcute,Grass,Psychic,325,58,42,74,53,45,False
57,Primeape,Fighting,,455,75,104,62,62,89,False
1,Bulbasaur,Grass,Poison,318,48,48,51,48,76,False
150,Mewtwo,Psychic,,680,108,107,92,122,128,True
22,Fearow,Normal,Flying,442,59,95,62,66,93,False
27,Sandshrew,Ground,,300,53,85,79,24,35,False
138,Omanyte,Rock,Water,355,42,42,106,69,27,False
140,Kabuto,Rock,Water,355,31,71,96,50,58,False
69,Bellsprout,Grass,Poison,300,53,65,32,57,36,False
42,Golbat,Poison,Flying,455,63,84,71,72,93,False
135,Jolteon,Electric,,525,61,58,55,108,136,False
108,Lickitung,Normal,,385,87,54,76,72,25,False
34,Nidoking,Poison,Ground,505,86,97,79,76,91,False
95,Onix,Rock,Ground,385,38,45,160,38,67,False
82,Magneton,Electric,,465,42,66,87,99,72,False
115,Kangaskhan,Normal,,490,107,83,81,62,96,False
150,Mewtwo,Psychic,,680,110,103,97,120,130,True
105,Marowak,Ground,,425,64,72,104,67,51,False
96,Drowzee,Psychic,,328,61,43,51,66,42,False
78,Rapidash,Fire,,500,59,96,75,78,114,False
129,Magikarp,Water,,200,26,6,50,14,89,False
47,Parasect,Bug,Grass,405,59,90,91,70,25,False
18,Pidgeot,Normal,Flying,479,88,80,79,69,94,False
42,Golbat,Poison,Flying,455,72,79,67,73,91,False
26,Raichu,Electric,,485,58,96,59,88,97,False
55,Golduck,Water,,500,75,92,72,84,94,False
52,Meowth,Normal,,290,45,35,39,42,88,False
70,Weepinbell,Grass,Poison,390,64,92,47,63,61,False
149,Dragonite,Dragon,Flying,600,93,140,89,96,87,False
60,Poliwag,Water,,300,35,56,30,44,90,False
146,Moltres,Fire,Flying,580,91,97,96,108,81,True
131,Lapras,Water,Ice,535,124,80,90,88,64,False
74,Geodude,Rock,Ground,300,44,79,88,32,25,False
6,Charizard,Fire,Flying,534,76,79,85,97,100,False
79,Slowpoke,Water,Psychic,315,92,61,65,38,21,False
42,Golbat,Poison,Flying,455,75,93,64,70,84,False
132,Ditto,Normal,,288,36,52,46,50,53,False
149,Dragonite,Dragon,Flying,600,99,132,85,100,83,False
38,Ninetales,Fire,,505,67,85,81,88,95,False
88,Grimer,Poison,,325,75,77,49,49,26,False
137,Porygon,Normal,,395,56,64,70,78,48,False
87,Dewgong,Water,Ice,475,83,70,88,86,63,False
102,Exeggcute,Grass,Psychic,325,55,32,86,52,47,False
4,Charmander,Fire,,309,36,57,49,51,65,False
144,Articuno,Ice,Flying,580,91,77,97,116,84,True
118,Goldeen,Water,,320,49,62,62,40,67,False
9,Blastoise,Water,,530,83,86,97,88,88,False
5,Charmeleon,Fire,,405,55,68,62,68,84,False
66,Machop,Fighting,,305,61,83,58,40,24,False
66,Machop,Fighting,,305,63,84,59,33,33,False
76,Golem,Rock,Ground,495,76,118,133,59,50,False
24,Arbok,Poison,,438,51,86,73,68,91,False
26,Raichu,Electric,,485,62,99,49,82,111,False
78,Rapidash,Fire,,500,65,104,77,76,103,False
97,Hypno,Psychic,,483,86,73,60,98,68,False
101,Electrode,Electric,,480,68,54,61,76,146,False
16,Pidgey,Normal,Flying,251,39,53,44,30,56,False
52,Meowth,Normal,,290,45,35,37,38,98,False
104,Cubone,Ground,,320,45,55,96,40,44,False
132,Ditto,Normal,,288,42,58,46,48,46,False
78,Rapidash,Fire,,500,55,109,68,80,108,False
94,Gengar,Ghost,Poison,500,64,58,66,102,108,False
145,Zapdos,Electric,Flying,580,97,96,87,102,95,True
107,Hitmonchan,Fighting,,455,56,96,69,79,76,False
61,Poliwhirl,Water,,385,66,59,64,56,85,False
136,Flareon,Fire,,525,61,124,66,103,68,False
94,Gengar,Ghost,Poison,500,69,60,56,102,110,False
39,Jigglypuff,Normal,,270,127,48,14,32,17,False
149,Dragonite,Dragon,Flying,600,90,138,93,102,76,False
26,Raichu,Electric,,485,58,83,61,90,104,False
111,Rhyhorn,Ground,Rock,345,79,79,100,26,34,False
82,Magneton,Electric,,465,43,59,90,100,74,False
10,Caterpie,Bug,,195,52,37,35,18,34,False
75,Graveler,Rock,Ground,390,52,101,117,45,30,False
65,Alakazam,Psychic,,500,58,52,46,111,122,False
101,Electrode,Electric,,480,65,40,75,84,133,False
91,Cloyster,Water,Ice,525,48,92,183,62,77,False
117,Seadra,Water,,440,59,76,88,62,92,False
83,Farfetch'd,Normal,Flying,352,56,71,60,54,58,False
27,Sandshrew,Ground,,300,59,71,90,20,39,False
151,Mew,Psychic,,600,103,97,89,104,104,False
111,Rhyhorn,Ground,Rock,345,83,78,101,33,17,False
120,Staryu,Water,,340,33,51,44,66,81,False
144,Articuno,Ice,Flying,580,92,81,102,112,80,True
90,Shellder,Water,,305,26,63,97,36,48,False
137,Porygon,Normal,,395,57,60,74,82,41,False
19,Rattata,Normal,,253,23,52,45,24,85,False
85,Dodrio,Normal,Flying,460,67,108,69,58,99,False
134,Vaporeon,Water,,525,136,65,53,106,60,False
70,Weepinbell,Grass,Poison,390,60,88,53,70,49,False
92,Gastly,Ghost,Poison,310,28,43,29,68,73,False
63,Abra,Psychic,,310,15,12,22,84,94,False
114,Tangela,Grass,,435,72,50,120,74,45,False
139,Omastar,Rock,Water,495,76,64,117,92,54,False
27,Sandshrew,Ground,,300,57,79,86,20,38,False
82,Magneton,Electric,,465,54,49,97,97,71,False
116,Horsea,Water,,295,43,34,70,48,51,False
7,Squirtle,Water,,314,48,41,68,52,53,False
52,Meowth,Normal,,290,49,45,36,39,82,False
25,Pikachu,Electric,,320,38,51,46,50,86,False
101,Electrode,Electric,,480,53,46,77,87,130,False
129,Magikarp,Water,,200,10,14,57,20,78,False
89,Muk,Poison,,500,99,108,67,92,41,False
140,Kabuto,Rock,Water,355,21,80,83,53,65,False
7,Squirtle,Water,,314,49,37,64,62,40,False
135,Jolteon,Electric,,525,67,63,64,99,133,False
108,Lickitung,Normal,,385,91,54,81,62,34,False
11,Metapod,Bug,,205,53,10,55,30,26,False
33,Nidorino,Poison,,365,59,81,52,54,64,False
16,Pidgey,Normal,Flying,251,42,51,32,34,59,False
8,Wartortle,Water,,405,55,64,82,73,58,False
36,Clefable,Normal,,483,98,63,79,92,60,False
106,Hitmonlee,Fighting,,455,45,107,56,77,93,False
65,Alakazam,Psychic,,500,56,41,50,113,127,False
78,Rapidash,Fire,,500,57,97,74,78,116,False
149,Dragonite,Dragon,Flying,600,82,135,105,102,75,False
79,Slowpoke,Water,Psychic,315,87,55,70,42,20,False
149,Dragonite,Dragon,Flying,600,103,127,97,98,76,False
52,Meowth,Normal,,290,44,49,31,43,80,False
77,Ponyta,Fire,,410,46,87,51,65,96,False
113,Chansey,Normal,,450,243,12,0,74,48,False
80,Slowbro,Water,Psychic,490,102,71,110,88,32,False
37,Vulpix,Fire,,299,43,34,30,63,66,False
73,Tentacruel,Water,Poison,515,87,76,67,93,99,False
105,Marowak,Ground,,425,60,80,121,62,41,False
27,Sandshrew,Ground,,300,45,83,92,22,36,False
1,Bulbasaur,Grass,Poison,318,42,51,42,72,39,False
100,Voltorb,Electric,,330,49,22,58,54,93,False
29,Nidoran♀,Poison,,275,55,54,54,34,43,False
138,Omanyte,Rock,Water,355,32,39,99,76,34,False
75,Graveler,Rock,Ground,390,46,104,118,46,30,False
59,Arcanine,Fire,,555,94,120,74,90,86,False
145,Zapdos,Electric,Flying,580,84,83,88,114,98,True
115,Kangaskhan,Normal,,490,99,94,81,62,93,False
70,Weepinbell,Grass,Poison,390,65,95,54,64,48,False
85,Dodrio,Normal,Flying,460,66,100,66,64,100,False
51,Dugtrio,Ground,,405,25,87,54,60,119,False
148,Dragonair,Dragon,,420,61,88,60,76,59,False
75,Graveler,Rock,Ground,390,49,101,119,48,25,False
92,Gastly,Ghost,Poison,310,21,35,36,72,73,False
28,Sandslash,Ground,,450,81,107,117,45,55,False
29,Nidoran♀,Poison,,275,52,51,59,33,47,False
57,Primeape,Fighting,,455,60,100,67,68,91,False
12,Butterfree,Bug,Flying,395,62,51,48,84,67,False
27,Sandshrew,Ground,,300,58,83,73,26,33,False
65,Alakazam,Psychic,,500,48,54,51,118,112,False
67,Machoke,Fighting,,405,72,94,77,54,54,False
30,Nidorina,Poison,,365,77,62,77,51,47,False
59,Arcanine,Fire,,555,87,113,85,92,87,False
81,Magnemite,Electric,,325,19,47,80,70,40,False
43,Oddish,Grass,Poison,320,50,52,55,68,28,False
124,Jynx,Ice,Psychic,455,67,49,38,106,90,False
125,Electabuzz,Electric,,490,62,77,50,94,114,False
60,Poliwag,Water,,300,41,43,45,44,84,False
103,Exeggutor,Grass,Psychic,520,89,90,88,100,53,False
68,Machamp,Fighting,,505,87,139,79,76,49,False
70,Weepinbell,Grass,Poison,390,59,91,52,62,65,False
77,Ponyta,Fire,,410,59,80,51,63,94,False
62,Poliwrath,Water,Fighting,510,80,95,100,79,77,False
149,Dragonite,Dragon,Flying,600,93,124,102,100,80,False
76,Golem,Rock,Ground,495,75,120,126,61,52,False
47,Parasect,Bug,Grass,405,64,90,86,65,35,False
34,Nidoking,Poison,Ground,505,76,107,74,80,89,False
125,Electabuzz,Electric,,490,59,81,55,96,102,False
73,Tentacruel,Water,Poison,515,77,77,59,96,110,False
121,Starmie,Water,Psychic,520,62,78,78,96,111,False
122,Mr. Mime,Psychic,,460,41,45,64,108,95,False
83,Farfetch'd,Normal,Flying,352,52,61,56,58,68,False
54,Psyduck,Water,,320,48,51,44,60,57,False
119,Seaking,Water,,450,81,99,55,71,73,False
47,Parasect,Bug,Grass,405,68,90,83,65,34,False
22,Fearow,Normal,Flying,442,65,90,58,67,95,False
77,Ponyta,Fire,,410,55,77,51,68,92,False
129,Magikarp,Water,,200,8,14,57,22,78,False
147,Dratini,Dragon,,300,35,61,55,46,57,False
117,Seadra,Water,,440,54,57,97,74,84,False
80,Slowbro,Water,Psychic,490,99,73,110,94,21,False
89,Muk,Poison,,500,97,99,80,82,61,False
4,Charmander,Fire,,309,46,54,36,52,70,False
46,Paras,Bug,Grass,285,34,75,55,50,22,False
23,Ekans,Poison,,288,33,54,48,49,55,False
129,Magikarp,Water,,200,15,14,57,17,80,False
38,Ninetales,Fire,,505,84,72,74,88,99,False
68,Machamp,Fighting,,505,88,135,70,80,52,False
135,Jolteon,Electric,,525,73,57,66,96,136,False
87,Dewgong,Water,Ice,475,80,74,75,88,70,False
46,Paras,Bug,Grass,285,30,62,61,52,27,False
8,Wartortle,Water,,405,50,69,79,77,53,False
15,Beedrill,Bug,Poison,395,64,94,30,62,84,False
131,Lapras,Water,Ice,535,128,77,81,95,59,False
38,Ninetales,Fire,,505,67,73,78,95,97,False
15,Beedrill,Bug,Poison,395,57,94,36,66,77,False
147,Dratini,Dragon,,300,34,65,46,55,45,False
46,Paras,Bug,Grass,285,27,75,55,56,16,False
125,Electabuzz,Electric,,490,57,87,58,87,114,False
68,Machamp,Fighting,,505,91,138,79,72,54,False
124,Jynx,Ice,Psychic,455,62,53,34,108,91,False
43,Oddish,Grass,Poison,320,35,57,60,70,29,False
72,Tentacool,Water,Poison,335,34,34,36,80,71,False
128,Tauros,Normal,,490,76,104,107,48,106,False
87,Dewgong,Water,Ice,475,87,65,83,84,71,False
99,Kingler,Water,,475,61,137,106,47,77,False
35,Clefairy,Normal,,323,67,43,55,64,31,False
80,Slowbro,Water,Psychic,490,96,83,109,88,25,False
114,Tangela,Grass,,435,73,58,121,62,60,False
20,Raticate,Normal,,413,48,82,55,64,99,False
143,Snorlax,Normal,,540,160,118,66,85,26,False
143,Snorlax,Normal,,540,164,102,55,92,36,False
137,Porygon,Normal,,395,71,59,70,80,36,False
33,Nidorino,Poison,,365,57,64,58,56,73,False
86,Seel,Water,,325,59,47,48,66,40,False
8,Wartortle,Water,,405,56,60,85,70,64,False
101,Electrode,Electric,,480,65,41,69,84,136,False
142,Aerodactyl,Rock,Flying,515,85,110,55,68,130,False
96,Drowzee,Psychic,,328,51,48,56,64,44,False
105,Marowak,Ground,,425,61,81,114,64,42,False
82,Magneton,Electric,,465,44,63,99,94,72,False
108,Lickitung,Normal,,385,97,45,65,76,27,False
16,Pidgey,Normal,Flying,251,41,44,45,33,55,False
78,Rapidash,Fire,,500,61,111,63,80,106,False
15,Beedrill,Bug,Poison,395,69,92,33,62,76,False
123,Scyther,Bug,Flying,500,67,106,89,64,110,False
70,Weepinbell,Grass,Poison,390,73,83,42,74,45,False
53,Persian,Normal,,440,63,77,65,63,109,False
144,Articuno,Ice,Flying,580,81,94,106,110,80,True
68,Machamp,Fighting,,505,87,133,84,74,52,False
125,Electabuzz,Electric,,490,60,87,60,96,91,False
52,Meowth,Normal,,290,45,55,28,37,88,False
63,Abra,Psychic,,310,35,12,12,82,88,False
119,Seaking,Water,,450,89,88,63,72,65,False
3,Venusaur,Grass,Poison,525,73,82,82,102,83,False
95,Onix,Rock,Ground,385,36,49,152,37,74,False
54,Psyduck,Water,,320,56,42,41,66,49,False
143,Snorlax,Normal,,540,152,111,59,92,33,False
19,Rattata,Normal,,253,26,52,39,33,70,False
103,Exeggutor,Grass,Psychic,520,104,96,90,94,43,False
33,Nidorino,Poison,,365,68,80,50,50,66,False
105,Marowak,Ground,,425,59,80,106,66,47,False
34,Nidoking,Poison,Ground,505,85,96,73,85,81,False
48,Venonat,Bug,Poison,305,66,50,44,52,40,False
38,Ninetales,Fire,,505,74,73,83,89,97,False
13,Weedle,Bug,Poison,195,45,32,27,20,50,False
128,Tauros,Normal,,490,80,107,97,52,103,False
109,Koffing,Poison,,340,38,62,86,60,34,False
45,Vileplume,Grass,Poison,490,69,76,87,104,50,False
58,Growlithe,Fire,,350,54,64,43,61,67,False
35,Clefairy,Normal,,323,65,50,51,60,38,False
107,Hitmonchan,Fighting,,455,53,109,83,66,79,False
44,Gloom,Grass,Poison,395,58,64,70,76,52,False
92,Gastly,Ghost,Poison,310,25,36,34,67,81,False
8,Wartortle,Water,,405,52,72,74,72,64,False
6,Charizard,Fire,Flying,534,84,81,75,96,103,False
72,Tentacool,Water,Poison,335,45,41,39,72,66,False
128,Tauros,Normal,,490,73,96,87,62,111,False
114,Tangela,Grass,,435,75,49,115,70,55,False
30,Nidorina,Poison,,365,72,57,77,47,65,False
69,Bellsprout,Grass,Poison,300,59,71,29,46,48,False
51,Dugtrio,Ground,,405,32,84,38,62,127,False
121,Starmie,Water,Psychic,520,66,78,78,94,111,False
46,Paras,Bug,Grass,285,36,73,56,46,27,False
73,Tentacruel,Water,Poison,515,67,70,68,104,102,False
90,Shellder,Water,,305,36,65,91,33,47,False
145,Zapdos,Electric,Flying,580,92,97,85,106,94,True
104,Cubone,Ground,,320,56,43,87,50,33,False
2,Ivysaur,Grass,Poison,405,58,60,67,80,61,False
33,Nidorino,Poison,,365,60,72,64,50,69,False
118,Goldeen,Water,,320,39,68,53,48,63,False
67,Machoke,Fighting,,405,84,90,68,58,47,False
139,Omastar,Rock,Water,495,67,70,119,94,51,False
64,Kadabra,Psychic,,400,39,31,35,98,100,False
98,Krabby,Water,,325,33,100,84,27,54,False
63,Abra,Psychic,,310,22,25,26,77,83,False
136,Flareon,Fire,,525,64,120,53,108,73,False
121,Starmie,Water,Psychic,520,66,69,86,94,112,False
130,Gyarados,Water,Flying,540,95,124,69,82,88,False
94,Gengar,Ghost,Poison,500,48,71,61,101,118,False
9,Blastoise,Water,,530,75,90,95,96,79,False
95,Onix,Rock,Ground,385,32,49,151,45,63,False
110,Weezing,Poison,,490,70,89,116,76,64,False
25,Pikachu,Electric,,320,29,48,49,50,93,False
113,Chansey,Normal,,450,253,4,10,72,40,False
59,Arcanine,Fire,,555,90,107,76,94,95,False
102,Exeggcute,Grass,Psychic,325,65,31,82,54,40,False
133,Eevee,Normal,,325,65,63,43,50,53,False
95,Onix,Rock,Ground,385,30,51,161,36,72,False
27,Sandshrew,Ground,,300,52,67,96,22,42,False
148,Dragonair,Dragon,,420,67,88,63,68,66,False
70,Weepinbell,Grass,Poison,390,75,86,46,64,55,False
132,Ditto,Normal,,288,54,52,43,46,46,False
58,Growlithe,Fire,,350,53,67,47,62,60,False
87,Dewgong,Water,Ice,475,96,62,81,80,76,False
23,Ekans,Poison,,288,36,60,48,48,48,False
150,Mewtwo,Psychic,,680,102,116,94,122,124,True
139,Omastar,Rock,Water,495,70,54,124,98,52,False
7,Squirtle,Water,,314,50,42,59,58,46,False
83,Farfetch'd,Normal,Flying,352,48,59,50,64,66,False
43,Oddish,Grass,Poison,320,40,55,54,74,24,False
127,Pinsir,Bug,,500,74,134,92,61,78,False
94,Gengar,Ghost,Poison,500,66,55,62,106,105,False
118,Goldeen,Water,,320,39,75,52,46,61,False
49,Venomoth,Bug,Poison,450,63,59,69,80,99,False
