,#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
1185,115,Kangaskhan,Normal,None,490,108,87,75,43,78,99,1,False
1186,109,Koffing,Poison,None,340,32,69,97,65,35,42,1,False
1187,83,Farfetch'd,Normal,Flying,352,59,58,56,55,59,65,1,False
1188,109,Koffing,Poison,None,340,41,63,98,56,39,43,1,False
1189,73,Tentacruel,Water,Poison,515,81,68,73,85,116,92,1,False
1190,115,KangaskhanMega Kangaskhan,Normal,None,590,106,122,97,68,94,103,1,False
1191,73,Tentacruel,Water,Poison,515,75,74,59,78,123,106,1,False
1192,106,Hitmonlee,Fighting,None,455,51,120,44,37,117,86,1,False
1193,70,Weepinbell,Grass,Poison,390,71,88,46,84,45,56,1,False
1194,56,Mankey,Fighting,None,305,45,79,35,37,45,64,1,False
1195,57,Primeape,Fighting,None,455,52,105,66,59,71,102,1,False
1196,111,Rhyhorn,Ground,Rock,345,81,77,94,36,29,28,1,False
1197,54,Psyduck,Water,None,320,49,37,57,66,53,58,1,False
1198,145,Zapdos,Electric,Flying,580,80,88,79,130,93,110,1,True
1199,134,Vaporeon,Water,None,525,133,65,59,118,89,61,1,False
1200,84,Doduo,Normal,Flying,310,31,87,56,33,34,69,1,False
1201,11,Metapod,Bug,None,205,53,13,52,28,30,29,1,False
1202,130,Gyarados,Water,Flying,540,87,115,80,67,107,84,1,False
1203,97,Hypno,Psychic,None,483,84,79,74,67,109,70,1,False
1204,42,Golbat,Poison,Flying,455,75,88,72,57,73,90,1,False
1205,144,Articuno,Ice,Flying,580,90,77,108,95,129,81,1,True
1206,102,Exeggcute,Grass,Psychic,325,59,32,82,70,49,33,1,False
1207,62,Poliwrath,Water,Fighting,510,92,86,103,70,82,77,1,False
1208,90,Shellder,Water,None,305,20,69,101,48,28,39,1,False
1209,14,Kakuna,Bug,Poison,205,43,20,54,17,32,39,1,False
1210,70,Weepinbell,Grass,Poison,390,63,96,44,79,50,58,1,False
1211,27,Sandshrew,Ground,None,300,53,68,80,23,42,34,1,False
1212,79,Slowpoke,Water,Psychic,315,89,62,64,46,36,18,1,False
1213,65,Alakazam,Psychic,None,500,49,55,55,129,89,123,1,False
1214,28,Sandslash,Ground,None,450,70,106,114,40,47,73,1,False
1215,141,Kabutops,Rock,Water,495,64,116,113,67,68,67,1,False
1216,127,PinsirMega Pinsir,Bug,Flying,600,67,143,115,70,94,111,1,False
1217,65,Alakazam,Psychic,None,500,58,50,38,142,90,122,1,False
1218,53,Persian,Normal,None,440,64,68,56,64,71,117,1,False
1219,124,Jynx,Ice,Psychic,455,72,49,33,117,94,90,1,False
1220,59,Arcanine,Fire,None,555,96,113,80,102,76,88,1,False
1221,122,Mr. Mime,Psychic,Fairy,460,38,49,67,103,118,85,1,False
1222,145,Zapdos,Electric,Flying,580,91,96,90,124,93,86,1,True
1223,100,Voltorb,Electric,None,330,34,30,47,55,58,106,1,False
1224,34,Nidoking,Poison,Ground,505,80,99,79,86,77,84,1,False
1225,138,Omanyte,Rock,Water,355,31,48,99,93,48,36,1,False
1226,6,CharizardMega Charizard Y,Fire,Flying,634,80,110,69,149,124,102,1,False
1227,34,Nidoking,Poison,Ground,505,89,98,78,89,73,78,1,False
1228,88,Grimer,Poison,None,325,81,73,41,48,54,28,1,False
1229,104,Cubone,Ground,None,320,55,45,94,44,49,33,1,False
1230,30,Nidorina,Poison,None,365,80,54,69,54,58,50,1,False
1231,75,Graveler,Rock,Ground,390,49,83,115,51,53,39,1,False
1232,88,Grimer,Poison,None,325,89,72,45,37,53,29,1,False
1233,110,Weezing,Poison,None,490,62,96,126,78,64,64,1,False
1234,66,Machop,Fighting,None,305,81,75,53,33,34,29,1,False
1235,81,Magnemite,Electric,Steel,325,29,31,77,90,61,37,1,False
1236,68,Machamp,Fighting,None,505,82,128,76,65,95,59,1,False
1237,25,Pikachu,Electric,None,320,35,48,41,45,49,102,1,False
1238,16,Pidgey,Normal,Flying,251,41,32,46,43,29,60,1,False
1239,65,Alakazam,Psychic,None,500,55,46,50,143,89,117,1,False
1240,94,GengarMega Gengar,Ghost,Poison,600,61,65,84,176,93,121,1,False
1241,60,Poliwag,Water,None,300,30,52,36,46,48,88,1,False
1242,65,AlakazamMega Alakazam,Psychic,None,590,57,56,71,169,97,140,1,False
1243,91,Cloyster,Water,Ice,525,44,95,181,85,42,78,1,False
1244,19,Rattata,Normal,None,253,40,58,27,27,39,62,1,False
1245,14,Kakuna,Bug,Poison,205,36,22,50,30,29,38,1,False
1246,99,Kingler,Water,None,475,48,130,111,54,55,77,1,False
1247,116,Horsea,Water,None,295,22,47,79,65,30,52,1,False
1248,34,Nidoking,Poison,Ground,505,65,109,70,92,80,89,1,False
1249,83,Farfetch'd,Normal,Flying,352,47,65,59,61,59,61,1,False
1250,12,Butterfree,Bug,Flying,395,56,50,59,82,68,80,1,False
1251,126,Magmar,Fire,None,495,67,90,58,101,89,90,1,False
1252,94,Gengar,Ghost,Poison,500,57,59,53,143,74,114,1,False
1253,28,Sandslash,Ground,None,450,79,101,105,42,57,66,1,False
1254,53,Persian,Normal,None,440,75,78,59,65,58,105,1,False
1255,57,Primeape,Fighting,None,455,66,99,64,59,74,93,1,False
1256,151,Mew,Psychic,None,600,104,98,101,103,102,92,1,False
1257,120,Staryu,Water,None,340,20,41,60,72,56,91,1,False
1258,150,MewtwoMega Mewtwo Y,Psychic,None,780,100,151,80,194,121,134,1,True
1259,83,Farfetch'd,Normal,Flying,352,56,57,54,62,57,66,1,False
1260,4,Charmander,Fire,None,309,45,54,38,60,56,56,1,False
1261,147,Dratini,Dragon,None,300,36,58,50,52,51,53,1,False
1262,42,Golbat,Poison,Flying,455,74,71,75,71,75,89,1,False
1263,43,Oddish,Grass,Poison,320,37,51,63,69,65,35,1,False
1264,37,Vulpix,Fire,None,299,38,33,34,48,75,71,1,False
1265,76,Golem,Rock,Ground,495,88,126,120,56,54,51,1,False
1266,122,Mr. Mime,Psychic,Fairy,460,42,50,63,92,117,96,1,False
1267,104,Cubone,Ground,None,320,56,55,85,43,52,29,1,False
1268,72,Tentacool,Water,Poison,335,41,26,43,55,95,75,1,False
1269,11,Metapod,Bug,None,205,59,22,56,19,16,33,1,False
1270,98,Krabby,Water,None,325,31,105,91,18,30,50,1,False
1271,63,Abra,Psychic,None,310,24,12,18,105,59,92,1,False
1272,25,Pikachu,Electric,None,320,40,51,42,48,59,80,1,False
1273,104,Cubone,Ground,None,320,51,43,96,38,57,35,1,False
1274,40,Wigglytuff,Normal,Fairy,435,143,76,52,75,48,41,1,False
1275,70,Weepinbell,Grass,Poison,390,65,88,53,76,46,62,1,False
1276,117,Seadra,Water,None,440,53,60,102,101,50,74,1,False
1277,49,Venomoth,Bug,Poison,450,64,69,63,97,64,93,1,False
1278,49,Venomoth,Bug,Poison,450,61,64,62,80,85,98,1,False
1279,108,Lickitung,Normal,None,385,97,49,82,60,75,22,1,False
1280,108,Lickitung,Normal,None,385,85,61,72,69,72,26,1,False
1281,36,Clefable,Fairy,None,483,98,62,71,101,90,61,1,False
1282,127,PinsirMega Pinsir,Bug,Flying,600,64,153,120,64,93,106,1,False
1283,45,Vileplume,Grass,Poison,490,68,85,83,108,87,59,1,False
1284,142,Aerodactyl,Rock,Flying,515,91,100,60,53,80,131,1,False
1285,1,Bulbasaur,Grass,Poison,318,45,53,63,67,42,48,1,False
1286,19,Rattata,Normal,None,253,34,53,39,19,36,72,1,False
1287,51,Dugtrio,Ground,None,405,37,86,39,51,67,125,1,False
1288,68,Machamp,Fighting,None,505,87,134,73,65,82,64,1,False
1289,94,GengarMega Gengar,Ghost,Poison,600,54,61,88,168,90,139,1,False
1290,92,Gastly,Ghost,Poison,310,25,42,25,94,37,87,1,False
1291,71,Victreebel,Grass,Poison,490,70,114,61,106,73,66,1,False
1292,88,Grimer,Poison,None,325,75,86,45,36,58,25,1,False
1293,81,Magnemite,Electric,Steel,325,29,24,75,90,61,46,1,False
1294,93,Haunter,Ghost,Poison,405,40,55,48,107,52,103,1,False
1295,84,Doduo,Normal,Flying,310,32,85,46,37,40,70,1,False
1296,67,Machoke,Fighting,None,405,80,89,65,60,57,54,1,False
1297,144,Articuno,Ice,Flying,580,95,89,93,94,115,94,1,True
1298,127,Pinsir,Bug,None,500,58,129,104,46,78,85,1,False
1299,45,Vileplume,Grass,Poison,490,70,88,76,118,83,55,1,False
1300,124,Jynx,Ice,Psychic,455,57,50,39,119,91,99,1,False
1301,15,BeedrillMega Beedrill,Bug,Poison,495,64,150,48,9,77,147,1,False
1302,130,Gyarados,Water,Flying,540,88,134,73,73,97,75,1,False
1303,98,Krabby,Water,None,325,37,104,80,29,26,49,1,False
1304,68,Machamp,Fighting,None,505,88,124,69,72,89,63,1,False
1305,63,Abra,Psychic,None,310,26,27,7,110,55,85,1,False
1306,71,Victreebel,Grass,Poison,490,80,108,65,98,73,66,1,False
1307,89,Muk,Poison,None,500,100,103,83,64,109,41,1,False
1308,14,Kakuna,Bug,Poison,205,42,20,45,34,30,34,1,False
1309,44,Gloom,Grass,Poison,395,68,60,63,87,78,39,1,False
1310,135,Jolteon,Electric,None,525,73,71,48,105,89,139,1,False
1311,32,Nidoran♂,Poison,None,273,50,55,37,32,45,54,1,False
1312,109,Koffing,Poison,None,340,32,69,98,62,49,30,1,False
1313,65,AlakazamMega Alakazam,Psychic,None,590,59,43,72,165,99,152,1,False
1314,5,Charmeleon,Fire,None,405,59,61,60,81,68,76,1,False
1315,61,Poliwhirl,Water,None,385,62,63,78,54,45,83,1,False
1316,57,Primeape,Fighting,None,455,74,115,56,56,61,93,1,False
1317,52,Meowth,Normal,None,290,37,49,32,42,31,99,1,False
1318,90,Shellder,Water,None,305,23,65,103,43,31,40,1,False
1319,55,Golduck,Water,None,500,84,88,69,97,84,78,1,False
1320,54,Psyduck,Water,None,320,45,57,42,71,55,50,1,False
1321,4,Charmander,Fire,None,309,42,55,30,62,51,69,1,False
1322,106,Hitmonlee,Fighting,None,455,60,111,59,34,105,86,1,False
1323,28,Sandslash,Ground,None,450,72,100,102,51,57,68,1,False
1324,45,Vileplume,Grass,Poison,490,72,80,80,108,91,59,1,False
1325,6,CharizardMega Charizard Y,Fire,Flying,634,79,111,80,155,123,86,1,False
1326,122,Mr. Mime,Psychic,Fairy,460,33,38,72,105,118,94,1,False
1327,91,Cloyster,Water,Ice,525,42,97,189,85,40,72,1,False
1328,39,Jigglypuff,Normal,Fairy,270,121,34,13,53,22,27,1,False
1329,116,Horsea,Water,None,295,37,33,74,70,20,61,1,False
1330,12,Butterfree,Bug,Flying,395,69,34,54,95,68,75,1,False
1331,15,Beedrill,Bug,Poison,395,66,95,45,34,82,73,1,False
1332,6,CharizardMega Charizard X,Fire,Dragon,634,78,120,112,138,91,95,1,False
1333,60,Poliwag,Water,None,300,43,40,49,42,34,92,1,False
1334,64,Kadabra,Psychic,None,400,47,33,35,111,64,110,1,False
1335,116,Horsea,Water,None,295,30,30,78,63,35,59,1,False
1336,17,Pidgeotto,Normal,Flying,349,73,69,47,41,53,66,1,False
1337,19,Rattata,Normal,None,253,26,70,30,23,35,69,1,False
1338,55,Golduck,Water,None,500,77,85,82,92,77,87,1,False
1339,80,SlowbroMega Slowbro,Water,Psychic,590,91,72,173,129,89,36,1,False
1340,100,Voltorb,Electric,None,330,40,22,51,61,52,104,1,False
1341,55,Golduck,Water,None,500,76,87,75,99,82,81,1,False
1342,117,Seadra,Water,None,440,60,67,87,100,51,75,1,False
1343,125,Electabuzz,Electric,None,490,70,82,58,95,77,108,1,False
1344,113,Chansey,Normal,None,450,254,1,10,26,109,50,1,False
1345,145,Zapdos,Electric,Flying,580,87,86,80,129,99,99,1,True
1346,56,Mankey,Fighting,None,305,35,88,26,30,53,73,1,False
1347,141,Kabutops,Rock,Water,495,55,119,104,72,60,85,1,False
1348,74,Geodude,Rock,Ground,300,45,89,94,24,22,26,1,False
1349,10,Caterpie,Bug,None,195,48,21,32,25,20,49,1,False
1350,19,Rattata,Normal,None,253,29,59,30,30,41,64,1,False
1351,68,Machamp,Fighting,None,505,92,130,88,60,81,54,1,False
1352,56,Mankey,Fighting,None,305,42,82,31,37,47,66,1,False
1353,29,Nidoran♀,Poison,None,275,58,37,55,45,32,48,1,False
1354,76,Golem,Rock,Ground,495,71,118,127,61,72,46,1,False
1355,91,Cloyster,Water,Ice,525,51,97,180,84,40,73,1,False
1356,83,Farfetch'd,Normal,Flying,352,56,68,50,64,54,60,1,False
1357,67,Machoke,Fighting,None,405,77,89,71,58,66,44,1,False
1358,126,Magmar,Fire,None,495,69,104,53,94,77,98,1,False
1359,130,GyaradosMega Gyarados,Water,Dark,640,100,152,101,66,133,88,1,False
1360,47,Parasect,Bug,Grass,405,57,98,78,63,74,35,1,False
1361,5,Charmeleon,Fire,None,405,56,57,62,89,61,80,1,False
1362,46,Paras,Bug,Grass,285,41,77,51,43,54,19,1,False
1363,76,Golem,Rock,Ground,495,84,128,121,50,71,41,1,False
1364,11,Metapod,Bug,None,205,51,26,54,20,25,29,1,False
1365,150,MewtwoMega Mewtwo X,Psychic,Fighting,780,99,199,96,152,99,135,1,True
1366,60,Poliwag,Water,None,300,43,45,36,49,29,98,1,False
1367,120,Staryu,Water,None,340,35,54,54,71,50,76,1,False
1368,43,Oddish,Grass,Poison,320,45,55,63,75,56,26,1,False
1369,65,Alakazam,Psychic,None,500,59,50,49,129,96,117,1,False
1370,67,Machoke,Fighting,None,405,80,102,78,44,49,52,1,False
1371,150,Mewtwo,Psychic,None,680,105,115,84,157,86,133,1,True
1372,133,Eevee,Normal,None,325,56,63,50,38,62,56,1,False
1373,6,Charizard,Fire,Flying,534,87,90,82,108,76,91,1,False
1374,12,Butterfree,Bug,Flying,395,55,53,50,92,85,60,1,False
1375,99,Kingler,Water,None,475,48,134,116,55,45,77,1,False
1376,130,Gyarados,Water,Flying,540,97,123,73,57,107,83,1,False
1377,137,Porygon,Normal,None,395,60,57,76,79,80,43,1,False
1378,124,Jynx,Ice,Psychic,455,67,45,40,114,100,89,1,False
1379,117,Seadra,Water,None,440,59,73,88,88,40,92,1,False
1380,60,Poliwag,Water,None,300,40,55,41,45,30,89,1,False
1381,142,Aerodactyl,Rock,Flying,515,91,101,72,51,70,130,1,False
1382,23,Ekans,Poison,None,288,34,64,35,44,51,60,1,False
1383,100,Voltorb,Electric,None,330,44,37,55,46,51,97,1,False
1384,131,Lapras,Water,Ice,535,134,83,78,84,93,63,1,False
1385,134,Vaporeon,Water,None,525,130,62,59,114,103,57,1,False
1386,59,Arcanine,Fire,None,555,85,104,84,102,81,99,1,False
1387,113,Chansey,Normal,None,450,253,3,1,36,113,46,1,False
1388,84,Doduo,Normal,Flying,310,29,82,49,38,41,71,1,False
1389,124,Jynx,Ice,Psychic,455,59,49,44,113,100,90,1,False
1390,111,Rhyhorn,Ground,Rock,345,87,83,95,26,26,28,1,False
1391,37,Vulpix,Fire,None,299,29,44,48,52,65,61,1,False
1392,71,Victreebel,Grass,Poison,490,69,107,71,100,71,72,1,False
1393,10,Caterpie,Bug,None,195,43,38,34,27,14,39,1,False
1394,26,Raichu,Electric,None,485,62,84,43,100,77,119,1,False
1395,46,Paras,Bug,Grass,285,36,74,56,47,50,22,1,False
1396,11,Metapod,Bug,None,205,47,18,60,24,23,33,1,False
1397,61,Poliwhirl,Water,None,385,59,68,61,49,47,101,1,False
1398,114,Tangela,Grass,None,435,73,50,124,101,39,48,1,False
1399,12,Butterfree,Bug,Flying,395,64,48,47,85,86,65,1,False
1400,130,Gyarados,Water,Flying,540,92,128,82,58,106,74,1,False
1401,109,Koffing,Poison,None,340,43,69,97,50,42,39,1,False
1402,140,Kabuto,Rock,Water,355,21,69,95,64,44,62,1,False
1403,75,Graveler,Rock,Ground,390,57,86,124,47,36,40,1,False
1404,3,Venusaur,Grass,Poison,525,76,92,89,91,92,85,1,False
1405,115,KangaskhanMega Kangaskhan,Normal,None,590,98,112,107,66,104,103,1,False
1406,39,Jigglypuff,Normal,Fairy,270,123,39,18,50,26,14,1,False
1407,96,Drowzee,Psychic,None,328,65,45,45,37,87,49,1,False
1408,133,Eevee,Normal,None,325,44,60,47,49,71,54,1,False
1409,96,Drowzee,Psychic,None,328,65,38,51,46,87,41,1,False
1410,69,Bellsprout,Grass,Poison,300,52,74,32,71,24,47,1,False
1411,9,BlastoiseMega Blastoise,Water,None,630,79,102,123,135,120,71,1,False
1412,20,Raticate,Normal,None,413,58,76,60,52,62,105,1,False
1413,68,Machamp,Fighting,None,505,91,136,72,70,82,54,1,False
1414,146,Moltres,Fire,Flying,580,88,103,83,120,85,101,1,True
1415,100,Voltorb,Electric,None,330,47,36,44,59,53,91,1,False
1416,148,Dragonair,Dragon,None,420,71,77,66,64,62,80,1,False
1417,45,Vileplume,Grass,Poison,490,75,74,91,109,94,47,1,False
1418,36,Clefable,Fairy,None,483,87,69,82,90,89,66,1,False
1419,88,Grimer,Poison,None,325,84,83,41,46,54,17,1,False
1420,15,BeedrillMega Beedrill,Bug,Poison,495,74,146,38,5,86,146,1,False
1421,80,SlowbroMega Slowbro,Water,Psychic,590,91,75,173,137,80,34,1,False
1422,109,Koffing,Poison,None,340,38,74,93,58,47,30,1,False
1423,114,Tangela,Grass,None,435,62,55,108,103,39,68,1,False
1424,41,Zubat,Poison,Flying,245,37,36,34,40,43,55,1,False
1425,61,Poliwhirl,Water,None,385,67,69,63,54,42,90,1,False
1426,106,Hitmonlee,Fighting,None,455,57,122,54,34,104,84,1,False
1427,32,Nidoran♂,Poison,None,273,55,52,40,33,48,45,1,False
1428,4,Charmander,Fire,None,309,44,58,39,58,43,67,1,False
1429,96,Drowzee,Psychic,None,328,57,46,46,47,87,45,1,False
1430,38,Ninetales,Fire,None,505,67,83,77,78,97,103,1,False
1431,40,Wigglytuff,Normal,Fairy,435,146,76,46,83,44,40,1,False
1432,84,Doduo,Normal,Flying,310,35,77,41,40,42,75,1,False
1433,21,Spearow,Normal,Flying,262,50,51,27,31,33,70,1,False
1434,58,Growlithe,Fire,None,350,46,77,42,78,48,59,1,False
1435,94,GengarMega Gengar,Ghost,Poison,600,66,55,80,177,85,137,1,False
1436,26,Raichu,Electric,None,485,54,96,50,82,83,120,1,False
1437,58,Growlithe,Fire,None,350,58,67,40,70,53,62,1,False
1438,7,Squirtle,Water,None,314,43,48,71,56,59,37,1,False
1439,147,Dratini,Dragon,None,300,39,48,49,55,57,52,1,False
1440,67,Machoke,Fighting,None,405,72,107,79,49,57,41,1,False
1441,80,SlowbroMega Slowbro,Water,Psychic,590,94,76,174,128,85,33,1,False
1442,41,Zubat,Poison,Flying,245,35,49,39,33,32,57,1,False
1443,66,Machop,Fighting,None,305,61,79,43,31,46,45,1,False
1444,150,MewtwoMega Mewtwo Y,Psychic,None,780,112,154,66,188,128,132,1,True
1445,118,Goldeen,Water,None,320,51,68,52,35,59,55,1,False
1446,80,SlowbroMega Slowbro,Water,Psychic,590,105,74,176,129,78,28,1,False
1447,123,Scyther,Bug,Flying,500,74,116,78,58,73,101,1,False
1448,58,Growlithe,Fire,None,350,60,59,46,65,60,60,1,False
1449,130,Gyarados,Water,Flying,540,100,120,85,63,92,80,1,False
1450,25,Pikachu,Electric,None,320,32,53,49,47,48,91,1,False
1451,77,Ponyta,Fire,None,410,41,87,57,71,66,88,1,False
1452,6,CharizardMega Charizard X,Fire,Dragon,634,78,133,118,127,81,97,1,False
1453,95,Onix,Rock,Ground,385,35,52,152,29,40,77,1,False
1454,110,Weezing,Poison,None,490,57,93,123,83,70,64,1,False
1455,104,Cubone,Ground,None,320,50,42,100,40,53,35,1,False
1456,117,Seadra,Water,None,440,66,68,88,90,41,87,1,False
1457,31,Nidoqueen,Poison,Ground,505,86,100,81,78,78,82,1,False
1458,141,Kabutops,Rock,Water,495,67,108,102,68,76,74,1,False
1459,91,Cloyster,Water,Ice,525,58,104,175,76,37,75,1,False
1460,139,Omastar,Rock,Water,495,83,56,118,125,67,46,1,False
1461,2,Ivysaur,Grass,Poison,405,65,56,59,71,90,64,1,False
1462,129,Magikarp,Water,None,200,18,10,60,18,16,78,1,False
1463,6,Charizard,Fire,Flying,534,63,90,84,111,89,97,1,False
1464,38,Ninetales,Fire,None,505,73,72,68,85,106,101,1,False
1465,127,Pinsir,Bug,None,500,65,138,99,49,72,77,1,False
1466,40,Wigglytuff,Normal,Fairy,435,142,72,41,91,47,42,1,False
1467,141,Kabutops,Rock,Water,495,63,119,108,64,72,69,1,False
1468,56,Mankey,Fighting,None,305,43,76,37,41,46,62,1,False
1469,116,Horsea,Water,None,295,28,44,82,70,18,53,1,False
1470,18,PidgeotMega Pidgeot,Normal,Flying,579,80,83,79,136,81,120,1,False
1471,150,MewtwoMega Mewtwo X,Psychic,Fighting,780,110,179,104,156,103,128,1,True
1472,32,Nidoran♂,Poison,None,273,43,59,50,38,34,49,1,False
1473,41,Zubat,Poison,Flying,245,49,46,43,23,40,44,1,False
1474,150,Mewtwo,Psychic,None,680,97,119,87,160,91,126,1,True
1475,108,Lickitung,Normal,None,385,90,58,63,65,73,36,1,False
1476,12,Butterfree,Bug,Flying,395,58,43,52,84,88,70,1,False
1477,63,Abra,Psychic,None,310,26,19,24,102,42,97,1,False
1478,22,Fearow,Normal,Flying,442,64,91,60,66,54,107,1,False
1479,134,Vaporeon,Water,None,525,131,57,57,116,98,66,1,False
1480,83,Farfetch'd,Normal,Flying,352,56,70,54,58,61,53,1,False
1481,12,Butterfree,Bug,Flying,395,59,55,41,98,70,72,1,False
1482,11,Metapod,Bug,None,205,54,24,47,33,19,28,1,False
1483,29,Nidoran♀,Poison,None,275,49,42,52,37,45,50,1,False
1484,12,Butterfree,Bug,Flying,395,69,40,49,84,80,73,1,False
1485,142,AerodactylMega Aerodactyl,Rock,Flying,615,86,134,89,62,104,140,1,False
1486,97,Hypno,Psychic,None,483,85,68,80,81,108,61,1,False
1487,32,Nidoran♂,Poison,None,273,44,56,48,39,40,46,1,False
1488,81,Magnemite,Electric,Steel,325,27,34,72,92,62,38,1,False
1489,70,Weepinbell,Grass,Poison,390,54,87,59,80,53,57,1,False
1490,86,Seel,Water,None,325,66,35,53,51,68,52,1,False
1491,108,Lickitung,Normal,None,385,97,51,72,55,84,26,1,False
1492,40,Wigglytuff,Normal,Fairy,435,141,76,55,78,47,38,1,False
1493,4,Charmander,Fire,None,309,41,55,43,59,52,59,1,False
1494,122,Mr. Mime,Psychic,Fairy,460,47,52,60,94,112,95,1,False
1495,142,Aerodactyl,Rock,Flying,515,85,110,56,54,82,128,1,False
1496,127,Pinsir,Bug,None,500,69,134,91,64,64,78,1,False
1497,43,Oddish,Grass,Poison,320,40,58,47,74,65,36,1,False
1498,1,Bulbasaur,Grass,Poison,318,56,56,46,57,45,58,1,False
1499,38,Ninetales,Fire,None,505,80,73,84,81,91,96,1,False
1500,35,Clefairy,Fairy,None,323,69,49,47,68,61,29,1,False
1501,131,Lapras,Water,Ice,535,132,79,92,85,90,57,1,False
1502,20,Raticate,Normal,None,413,52,87,71,48,64,91,1,False
1503,124,Jynx,Ice,Psychic,455,70,54,34,118,82,97,1,False
1504,16,Pidgey,Normal,Flying,251,44,54,45,28,33,47,1,False
1505,80,Slowbro,Water,Psychic,490,90,85,116,96,72,31,1,False
1506,61,Poliwhirl,Water,None,385,71,53,63,56,58,84,1,False
1507,65,AlakazamMega Alakazam,Psychic,None,590,57,56,58,172,105,142,1,False
1508,116,Horsea,Water,None,295,36,40,76,71,23,49,1,False
1509,75,Graveler,Rock,Ground,390,54,95,112,49,37,43,1,False
1510,69,Bellsprout,Grass,Poison,300,48,80,38,62,30,42,1,False
1511,77,Ponyta,Fire,None,410,53,83,55,58,72,89,1,False
1512,135,Jolteon,Electric,None,525,56,67,65,111,97,129,1,False
1513,15,Beedrill,Bug,Poison,395,73,91,40,56,70,65,1,False
1514,90,Shellder,Water,None,305,20,72,106,38,30,39,1,False
1515,113,Chansey,Normal,None,450,255,1,1,40,110,44,1,False
1516,72,Tentacool,Water,Poison,335,36,39,31,53,96,80,1,False
1517,76,Golem,Rock,Ground,495,73,117,134,55,71,45,1,False
1518,94,Gengar,Ghost,Poison,500,56,69,71,121,69,114,1,False
1519,118,Goldeen,Water,None,320,44,68,57,39,47,65,1,False
1520,78,Rapidash,Fire,None,500,63,97,66,78,87,109,1,False
1521,64,Kadabra,Psychic,None,400,48,23,26,122,69,112,1,False
1522,22,Fearow,Normal,Flying,442,57,102,62,55,59,107,1,False
1523,109,Koffing,Poison,None,340,45,73,88,52,48,34,1,False
1524,9,BlastoiseMega Blastoise,Water,None,630,84,106,115,136,120,69,1,False
1525,89,Muk,Poison,None,500,107,96,66,73,107,51,1,False
1526,49,Venomoth,Bug,Poison,450,64,76,54,100,73,83,1,False
1527,132,Ditto,Normal,None,288,44,40,53,55,53,43,1,False
1528,1,Bulbasaur,Grass,Poison,318,46,44,51,69,67,41,1,False
1529,87,Dewgong,Water,Ice,475,91,56,85,77,87,79,1,False
1530,12,Butterfree,Bug,Flying,395,61,47,40,93,77,77,1,False
1531,61,Poliwhirl,Water,None,385,69,62,57,57,49,91,1,False
1532,17,Pidgeotto,Normal,Flying,349,59,63,57,47,46,77,1,False
1533,76,Golem,Rock,Ground,495,88,120,135,53,53,46,1,False
1534,5,Charmeleon,Fire,None,405,64,66,53,74,59,89,1,False
1535,79,Slowpoke,Water,Psychic,315,94,66,61,44,40,10,1,False
1536,6,CharizardMega Charizard Y,Fire,Flying,634,83,113,70,152,123,93,1,False
1537,6,CharizardMega Charizard Y,Fire,Flying,634,70,104,74,162,117,107,1,False
1538,122,Mr. Mime,Psychic,Fairy,460,32,53,67,97,116,95,1,False
