#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
12,Butterfree,Bug,Flying,395,56,50,59,82,68,80,1,False
126,Magmar,Fire,,495,67,90,58,101,89,90,1,False
94,Gengar,Ghost,Poison,500,57,59,53,143,74,114,1,False
28,Sandslash,Ground,,450,79,101,105,42,57,66,1,False
53,Persian,Normal,,440,75,78,59,65,58,105,1,False
57,Primeape,Fighting,,455,66,99,64,59,74,93,1,False
151,Mew,Psychic,,600,104,98,101,103,102,92,1,False
120,Staryu,Water,,340,20,41,60,72,56,91,1,False
150,MewtwoMega Mewtwo Y,Psychic,,780,100,151,80,194,121,134,1,True
83,Farfetch'd,Normal,Flying,352,56,57,54,62,57,66,1,False
4,Charmander,Fire,,309,45,54,38,60,56,56,1,False
147,Dratini,Dragon,,300,36,58,50,52,51,53,1,False
42,Golbat,Poison,Flying,455,74,71,75,71,75,89,1,False
43,Oddish,Grass,Poison,320,37,51,63,69,65,35,1,False
37,Vulpix,Fire,,299,38,33,34,48,75,71,1,False
76,Golem,Rock,Ground,495,88,126,120,56,54,51,1,False
122,Mr. Mime,Psychic,Fairy,460,42,50,63,92,117,96,1,False
104,Cubone,Ground,,320,56,55,85,43,52,29,1,False
72,Tentacool,Water,Poison,335,41,26,43,55,95,75,1,False
11,Metapod,Bug,,205,59,22,56,19,16,33,1,False
98,Krabby,Water,,325,31,105,91,18,30,50,1,False
63,Abra,Psychic,,310,24,12,18,105,59,92,1,False
25,Pikachu,Electric,,320,40,51,42,48,59,80,1,False
104,Cubone,Ground,,320,51,43,96,38,57,35,1,False
40,Wigglytuff,Normal,Fairy,435,143,76,52,75,48,41,1,False
70,Weepinbell,Grass,Poison,390,65,88,53,76,46,62,1,False
117,Seadra,Water,,440,53,60,102,101,50,74,1,False
49,Venomoth,Bug,Poison,450,64,69,63,97,64,93,1,False
49,Venomoth,Bug,Poison,450,61,64,62,80,85,98,1,False
108,Lickitung,Normal,,385,97,49,82,60,75,22,1,False
108,Lickitung,Normal,,385,85,61,72,69,72,26,1,False
36,Clefable,Fairy,,483,98,62,71,101,90,61,1,False
127,PinsirMega Pinsir,Bug,Flying,600,64,153,120,64,93,106,1,False
45,Vileplume,Grass,Poison,490,68,85,83,108,87,59,1,False
142,Aerodactyl,Rock,Flying,515,91,100,60,53,80,131,1,False
1,Bulbasaur,Grass,Poison,318,45,53,63,67,42,48,1,False
19,Rattata,Normal,,253,34,53,39,19,36,72,1,False
51,Dugtrio,Ground,,405,37,86,39,51,67,125,1,False
68,Machamp,Fighting,,505,87,134,73,65,82,64,1,False
94,GengarMega Gengar,Ghost,Poison,600,54,61,88,168,90,139,1,False
92,Gastly,Ghost,Poison,310,25,42,25,94,37,87,1,False
71,Victreebel,Grass,Poison,490,70,114,61,106,73,66,1,False
88,Grimer,Poison,,325,75,86,45,36,58,25,1,False
81,Magnemite,Electric,Steel,325,29,24,75,90,61,46,1,False
93,Haunter,Ghost,Poison,405,40,55,48,107,52,103,1,False
84,Doduo,Normal,Flying,310,32,85,46,37,40,70,1,False
67,Machoke,Fighting,,405,80,89,65,60,57,54,1,False
144,Articuno,Ice,Flying,580,95,89,93,94,115,94,1,True
127,Pinsir,Bug,,500,58,129,104,46,78,85,1,False
45,Vileplume,Grass,Poison,490,70,88,76,118,83,55,1,False
124,Jynx,Ice,Psychic,455,57,50,39,119,91,99,1,False
15,BeedrillMega Beedrill,Bug,Poison,495,64,150,48,9,77,147,1,False
130,Gyarados,Water,Flying,540,88,134,73,73,97,75,1,False
98,Krabby,Water,,325,37,104,80,29,26,49,1,False
68,Machamp,Fighting,,505,88,124,69,72,89,63,1,False
63,Abra,Psychic,,310,26,27,7,110,55,85,1,False
71,Victreebel,Grass,Poison,490,80,108,65,98,73,66,1,False
89,Muk,Poison,,500,100,103,83,64,109,41,1,False
14,Kakuna,Bug,Poison,205,42,20,45,34,30,34,1,False
44,Gloom,Grass,Poison,395,68,60,63,87,78,39,1,False
135,Jolteon,Electric,,525,73,71,48,105,89,139,1,False
32,Nidoran♂,Poison,,273,50,55,37,32,45,54,1,False
109,Koffing,Poison,,340,32,69,98,62,49,30,1,False
65,AlakazamMega Alakazam,Psychic,,590,59,43,72,165,99,152,1,False
5,Charmeleon,Fire,,405,59,61,60,81,68,76,1,False
61,Poliwhirl,Water,,385,62,63,78,54,45,83,1,False
57,Primeape,Fighting,,455,74,115,56,56,61,93,1,False
52,Meowth,Normal,,290,37,49,32,42,31,99,1,False
90,Shellder,Water,,305,23,65,103,43,31,40,1,False
55,Golduck,Water,,500,84,88,69,97,84,78,1,False
54,Psyduck,Water,,320,45,57,42,71,55,50,1,False
4,Charmander,Fire,,309,42,55,30,62,51,69,1,False
106,Hitmonlee,Fighting,,455,60,111,59,34,105,86,1,False
28,Sandslash,Ground,,450,72,100,102,51,57,68,1,False
45,Vileplume,Grass,Poison,490,72,80,80,108,91,59,1,False
6,CharizardMega Charizard Y,Fire,Flying,634,79,111,80,155,123,86,1,False
122,Mr. Mime,Psychic,Fairy,460,33,38,72,105,118,94,1,False
91,Cloyster,Water,Ice,525,42,97,189,85,40,72,1,False
39,Jigglypuff,Normal,Fairy,270,121,34,13,53,22,27,1,False
116,Horsea,Water,,295,37,33,74,70,20,61,1,False
12,Butterfree,Bug,Flying,395,69,34,54,95,68,75,1,False
15,Beedrill,Bug,Poison,395,66,95,45,34,82,73,1,False
6,CharizardMega Charizard X,Fire,Dragon,634,78,120,112,138,91,95,1,False
60,Poliwag,Water,,300,43,40,49,42,34,92,1,False
64,Kadabra,Psychic,,400,47,33,35,111,64,110,1,False
116,Horsea,Water,,295,30,30,78,63,35,59,1,False
17,Pidgeotto,Normal,Flying,349,73,69,47,41,53,66,1,False
19,Rattata,Normal,,253,26,70,30,23,35,69,1,False
55,Golduck,Water,,500,77,85,82,92,77,87,1,False
80,SlowbroMega Slowbro,Water,Psychic,590,91,72,173,129,89,36,1,False
100,Voltorb,Electric,,330,40,22,51,61,52,104,1,False
55,Golduck,Water,,500,76,87,75,99,82,81,1,False
117,Seadra,Water,,440,60,67,87,100,51,75,1,False
125,Electabuzz,Electric,,490,70,82,58,95,77,108,1,False
113,Chansey,Normal,,450,254,1,10,26,109,50,1,False
145,Zapdos,Electric,Flying,580,87,86,80,129,99,99,1,True
56,Mankey,Fighting,,305,35,88,26,30,53,73,1,False
141,Kabutops,Rock,Water,495,55,119,104,72,60,85,1,False
74,Geodude,Rock,Ground,300,45,89,94,24,22,26,1,False
10,Caterpie,Bug,,195,48,21,32,25,20,49,1,False
19,Rattata,Normal,,253,29,59,30,30,41,64,1,False
68,Machamp,Fighting,,505,92,130,88,60,81,54,1,False
56,Mankey,Fighting,,305,42,82,31,37,47,66,1,False
29,Nidoran♀,Poison,,275,58,37,55,45,32,48,1,False
76,Golem,Rock,Ground,495,71,118,127,61,72,46,1,False
91,Cloyster,Water,Ice,525,51,97,180,84,40,73,1,False
83,Farfetch'd,Normal,Flying,352,56,68,50,64,54,60,1,False
67,Machoke,Fighting,,405,77,89,71,58,66,44,1,False
126,Magmar,Fire,,495,69,104,53,94,77,98,1,False
130,GyaradosMega Gyarados,Water,Dark,640,100,152,101,66,133,88,1,False
47,Parasect,Bug,Grass,405,57,98,78,63,74,35,1,False
5,Charmeleon,Fire,,405,56,57,62,89,61,80,1,False
46,Paras,Bug,Grass,285,41,77,51,43,54,19,1,False
76,Golem,Rock,Ground,495,84,128,121,50,71,41,1,False
11,Metapod,Bug,,205,51,26,54,20,25,29,1,False
150,MewtwoMega Mewtwo X,Psychic,Fighting,780,99,199,96,152,99,135,1,True
60,Poliwag,Water,,300,43,45,36,49,29,98,1,False
120,Staryu,Water,,340,35,54,54,71,50,76,1,False
43,Oddish,Grass,Poison,320,45,55,63,75,56,26,1,False
65,Alakazam,Psychic,,500,59,50,49,129,96,117,1,False
67,Machoke,Fighting,,405,80,102,78,44,49,52,1,False
150,Mewtwo,Psychic,,680,105,115,84,157,86,133,1,True
133,Eevee,Normal,,325,56,63,50,38,62,56,1,False
6,Charizard,Fire,Flying,534,87,90,82,108,76,91,1,False
12,Butterfree,Bug,Flying,395,55,53,50,92,85,60,1,False
99,Kingler,Water,,475,48,134,116,55,45,77,1,False
130,Gyarados,Water,Flying,540,97,123,73,57,107,83,1,False
137,Porygon,Normal,,395,60,57,76,79,80,43,1,False
124,Jynx,Ice,Psychic,455,67,45,40,114,100,89,1,False
117,Seadra,Water,,440,59,73,88,88,40,92,1,False
60,Poliwag,Water,,300,40,55,41,45,30,89,1,False
142,Aerodactyl,Rock,Flying,515,91,101,72,51,70,130,1,False
23,Ekans,Poison,,288,34,64,35,44,51,60,1,False
100,Voltorb,Electric,,330,44,37,55,46,51,97,1,False
131,Lapras,Water,Ice,535,134,83,78,84,93,63,1,False
134,Vaporeon,Water,,525,130,62,59,114,103,57,1,False
59,Arcanine,Fire,,555,85,104,84,102,81,99,1,False
113,Chansey,Normal,,450,253,3,-1,36,113,46,1,False
84,Doduo,Normal,Flying,310,29,82,49,38,41,71,1,False
124,Jynx,Ice,Psychic,455,59,49,44,113,100,90,1,False
111,Rhyhorn,Ground,Rock,345,87,83,95,26,26,28,1,False
37,Vulpix,Fire,,299,29,44,48,52,65,61,1,False
71,Victreebel,Grass,Poison,490,69,107,71,100,71,72,1,False
10,Caterpie,Bug,,195,43,38,34,27,14,39,1,False
26,Raichu,Electric,,485,62,84,43,100,77,119,1,False
46,Paras,Bug,Grass,285,36,74,56,47,50,22,1,False
11,Metapod,Bug,,205,47,18,60,24,23,33,1,False
61,Poliwhirl,Water,,385,59,68,61,49,47,101,1,False
114,Tangela,Grass,,435,73,50,124,101,39,48,1,False
12,Butterfree,Bug,Flying,395,64,48,47,85,86,65,1,False
130,Gyarados,Water,Flying,540,92,128,82,58,106,74,1,False
109,Koffing,Poison,,340,43,69,97,50,42,39,1,False
140,Kabuto,Rock,Water,355,21,69,95,64,44,62,1,False
75,Graveler,Rock,Ground,390,57,86,124,47,36,40,1,False
3,Venusaur,Grass,Poison,525,76,92,89,91,92,85,1,False
115,KangaskhanMega Kangaskhan,Normal,,590,98,112,107,66,104,103,1,False
39,Jigglypuff,Normal,Fairy,270,123,39,18,50,26,14,1,False
96,Drowzee,Psychic,,328,65,45,45,37,87,49,1,False
133,Eevee,Normal,,325,44,60,47,49,71,54,1,False
96,Drowzee,Psychic,,328,65,38,51,46,87,41,1,False
69,Bellsprout,Grass,Poison,300,52,74,32,71,24,47,1,False
9,BlastoiseMega Blastoise,Water,,630,79,102,123,135,120,71,1,False
20,Raticate,Normal,,413,58,76,60,52,62,105,1,False
68,Machamp,Fighting,,505,91,136,72,70,82,54,1,False
146,Moltres,Fire,Flying,580,88,103,83,120,85,101,1,True
100,Voltorb,Electric,,330,47,36,44,59,53,91,1,False
148,Dragonair,Dragon,,420,71,77,66,64,62,80,1,False
45,Vileplume,Grass,Poison,490,75,74,91,109,94,47,1,False
36,Clefable,Fairy,,483,87,69,82,90,89,66,1,False
88,Grimer,Poison,,325,84,83,41,46,54,17,1,False
15,BeedrillMega Beedrill,Bug,Poison,495,74,146,38,5,86,146,1,False
80,SlowbroMega Slowbro,Water,Psychic,590,91,75,173,137,80,34,1,False
109,Koffing,Poison,,340,38,74,93,58,47,30,1,False
114,Tangela,Grass,,435,62,55,108,103,39,68,1,False
41,Zubat,Poison,Flying,245,37,36,34,40,43,55,1,False
61,Poliwhirl,Water,,385,67,69,63,54,42,90,1,False
106,Hitmonlee,Fighting,,455,57,122,54,34,104,84,1,False
32,Nidoran♂,Poison,,273,55,52,40,33,48,45,1,False
4,Charmander,Fire,,309,44,58,39,58,43,67,1,False
96,Drowzee,Psychic,,328,57,46,46,47,87,45,1,False
38,Ninetales,Fire,,505,67,83,77,78,97,103,1,False
40,Wigglytuff,Normal,Fairy,435,146,76,46,83,44,40,1,False
84,Doduo,Normal,Flying,310,35,77,41,40,42,75,1,False
21,Spearow,Normal,Flying,262,50,51,27,31,33,70,1,False
58,Growlithe,Fire,,350,46,77,42,78,48,59,1,False
94,GengarMega Gengar,Ghost,Poison,600,66,55,80,177,85,137,1,False
26,Raichu,Electric,,485,54,96,50,82,83,120,1,False
58,Growlithe,Fire,,350,58,67,40,70,53,62,1,False
7,Squirtle,Water,,314,43,48,71,56,59,37,1,False
147,Dratini,Dragon,,300,39,48,49,55,57,52,1,False
67,Machoke,Fighting,,405,72,107,79,49,57,41,1,False
80,SlowbroMega Slowbro,Water,Psychic,590,94,76,174,128,85,33,1,False
41,Zubat,Poison,Flying,245,35,49,39,33,32,57,1,False
66,Machop,Fighting,,305,61,79,43,31,46,45,1,False
150,MewtwoMega Mewtwo Y,Psychic,,780,112,154,66,188,128,132,1,True
118,Goldeen,Water,,320,51,68,52,35,59,55,1,False
80,SlowbroMega Slowbro,Water,Psychic,590,105,74,176,129,78,28,1,False
123,Scyther,Bug,Flying,500,74,116,78,58,73,101,1,False
58,Growlithe,Fire,,350,60,59,46,65,60,60,1,False
130,Gyarados,Water,Flying,540,100,120,85,63,92,80,1,False
25,Pikachu,Electric,,320,32,53,49,47,48,91,1,False
77,Ponyta,Fire,,410,41,87,57,71,66,88,1,False
6,CharizardMega Charizard X,Fire,Dragon,634,78,133,118,127,81,97,1,False
95,Onix,Rock,Ground,385,35,52,152,29,40,77,1,False
110,Weezing,Poison,,490,57,93,123,83,70,64,1,False
104,Cubone,Ground,,320,50,42,100,40,53,35,1,False
117,Seadra,Water,,440,66,68,88,90,41,87,1,False
31,Nidoqueen,Poison,Ground,505,86,100,81,78,78,82,1,False
141,Kabutops,Rock,Water,495,67,108,102,68,76,74,1,False
91,Cloyster,Water,Ice,525,58,104,175,76,37,75,1,False
139,Omastar,Rock,Water,495,83,56,118,125,67,46,1,False
2,Ivysaur,Grass,Poison,405,65,56,59,71,90,64,1,False
129,Magikarp,Water,,200,18,10,60,18,16,78,1,False
6,Charizard,Fire,Flying,534,63,90,84,111,89,97,1,False
38,Ninetales,Fire,,505,73,72,68,85,106,101,1,False
127,Pinsir,Bug,,500,65,138,99,49,72,77,1,False
40,Wigglytuff,Normal,Fairy,435,142,72,41,91,47,42,1,False
141,Kabutops,Rock,Water,495,63,119,108,64,72,69,1,False
56,Mankey,Fighting,,305,43,76,37,41,46,62,1,False
116,Horsea,Water,,295,28,44,82,70,18,53,1,False
18,PidgeotMega Pidgeot,Normal,Flying,579,80,83,79,136,81,120,1,False
150,MewtwoMega Mewtwo X,Psychic,Fighting,780,110,179,104,156,103,128,1,True
32,Nidoran♂,Poison,,273,43,59,50,38,34,49,1,False
41,Zubat,Poison,Flying,245,49,46,43,23,40,44,1,False
150,Mewtwo,Psychic,,680,97,119,87,160,91,126,1,True
108,Lickitung,Normal,,385,90,58,63,65,73,36,1,False
12,Butterfree,Bug,Flying,395,58,43,52,84,88,70,1,False
63,Abra,Psychic,,310,26,19,24,102,42,97,1,False
22,Fearow,Normal,Flying,442,64,91,60,66,54,107,1,False
134,Vaporeon,Water,,525,131,57,57,116,98,66,1,False
83,Farfetch'd,Normal,Flying,352,56,70,54,58,61,53,1,False
12,Butterfree,Bug,Flying,395,59,55,41,98,70,72,1,False
11,Metapod,Bug,,205,54,24,47,33,19,28,1,False
29,Nidoran♀,Poison,,275,49,42,52,37,45,50,1,False
12,Butterfree,Bug,Flying,395,69,40,49,84,80,73,1,False
142,AerodactylMega Aerodactyl,Rock,Flying,615,86,134,89,62,104,140,1,False
97,Hypno,Psychic,,483,85,68,80,81,108,61,1,False
32,Nidoran♂,Poison,,273,44,56,48,39,40,46,1,False
81,Magnemite,Electric,Steel,325,27,34,72,92,62,38,1,False
70,Weepinbell,Grass,Poison,390,54,87,59,80,53,57,1,False
86,Seel,Water,,325,66,35,53,51,68,52,1,False
108,Lickitung,Normal,,385,97,51,72,55,84,26,1,False
40,Wigglytuff,Normal,Fairy,435,141,76,55,78,47,38,1,False
4,Charmander,Fire,,309,41,55,43,59,52,59,1,False
122,Mr. Mime,Psychic,Fairy,460,47,52,60,94,112,95,1,False
142,Aerodactyl,Rock,Flying,515,85,110,56,54,82,128,1,False
127,Pinsir,Bug,,500,69,134,91,64,64,78,1,False
43,Oddish,Grass,Poison,320,40,58,47,74,65,36,1,False
1,Bulbasaur,Grass,Poison,318,56,56,46,57,45,58,1,False
38,Ninetales,Fire,,505,80,73,84,81,91,96,1,False
35,Clefairy,Fairy,,323,69,49,47,68,61,29,1,False
131,Lapras,Water,Ice,535,132,79,92,85,90,57,1,False
20,Raticate,Normal,,413,52,87,71,48,64,91,1,False
124,Jynx,Ice,Psychic,455,70,54,34,118,82,97,1,False
16,Pidgey,Normal,Flying,251,44,54,45,28,33,47,1,False
80,Slowbro,Water,Psychic,490,90,85,116,96,72,31,1,False
61,Poliwhirl,Water,,385,71,53,63,56,58,84,1,False
65,AlakazamMega Alakazam,Psychic,,590,57,56,58,172,105,142,1,False
116,Horsea,Water,,295,36,40,76,71,23,49,1,False
75,Graveler,Rock,Ground,390,54,95,112,49,37,43,1,False
69,Bellsprout,Grass,Poison,300,48,80,38,62,30,42,1,False
77,Ponyta,Fire,,410,53,83,55,58,72,89,1,False
135,Jolteon,Electric,,525,56,67,65,111,97,129,1,False
15,Beedrill,Bug,Poison,395,73,91,40,56,70,65,1,False
90,Shellder,Water,,305,20,72,106,38,30,39,1,False
113,Chansey,Normal,,450,255,1,0,40,110,44,1,False
72,Tentacool,Water,Poison,335,36,39,31,53,96,80,1,False
76,Golem,Rock,Ground,495,73,117,134,55,71,45,1,False
94,Gengar,Ghost,Poison,500,56,69,71,121,69,114,1,False
118,Goldeen,Water,,320,44,68,57,39,47,65,1,False
78,Rapidash,Fire,,500,63,97,66,78,87,109,1,False
64,Kadabra,Psychic,,400,48,23,26,122,69,112,1,False
22,Fearow,Normal,Flying,442,57,102,62,55,59,107,1,False
109,Koffing,Poison,,340,45,73,88,52,48,34,1,False
9,BlastoiseMega Blastoise,Water,,630,84,106,115,136,120,69,1,False
89,Muk,Poison,,500,107,96,66,73,107,51,1,False
49,Venomoth,Bug,Poison,450,64,76,54,100,73,83,1,False
132,Ditto,Normal,,288,44,40,53,55,53,43,1,False
1,Bulbasaur,Grass,Poison,318,46,44,51,69,67,41,1,False
87,Dewgong,Water,Ice,475,91,56,85,77,87,79,1,False
12,Butterfree,Bug,Flying,395,61,47,40,93,77,77,1,False
61,Poliwhirl,Water,,385,69,62,57,57,49,91,1,False
17,Pidgeotto,Normal,Flying,349,59,63,57,47,46,77,1,False
76,Golem,Rock,Ground,495,88,120,135,53,53,46,1,False
5,Charmeleon,Fire,,405,64,66,53,74,59,89,1,False
79,Slowpoke,Water,Psychic,315,94,66,61,44,40,10,1,False
6,CharizardMega Charizard Y,Fire,Flying,634,83,113,70,152,123,93,1,False
6,CharizardMega Charizard Y,Fire,Flying,634,70,104,74,162,117,107,1,False
122,Mr. Mime,Psychic,Fairy,460,32,53,67,97,116,95,1,False
146,Moltres,Fire,Flying,580,92,99,83,134,92,80,1,True
54,Psyduck,Water,,320,57,46,44,70,44,59,1,False
101,Electrode,Electric,,480,54,49,66,81,85,145,1,False
132,Ditto,Normal,,288,47,42,56,50,48,45,1,False
78,Rapidash,Fire,,500,70,108,70,78,77,97,1,False
5,Charmeleon,Fire,,405,52,68,52,79,73,81,1,False
80,Slowbro,Water,Psychic,490,95,74,116,95,78,32,1,False
129,Magikarp,Water,,200,15,9,49,24,27,76,1,False
110,Weezing,Poison,,490,64,96,124,87,64,55,1,False
142,Aerodactyl,Rock,Flying,515,78,106,59,70,73,129,1,False
150,MewtwoMega Mewtwo Y,Psychic,,780,91,152,73,201,123,140,1,True
112,Rhydon,Ground,Rock,485,103,130,123,45,40,44,1,False
114,Tangela,Grass,,435,63,50,122,99,41,60,1,False
28,Sandslash,Ground,,450,73,97,117,42,60,61,1,False
81,Magnemite,Electric,Steel,325,21,27,64,97,61,55,1,False
93,Haunter,Ghost,Poison,405,44,51,50,117,56,87,1,False
86,Seel,Water,,325,71,42,50,57,67,38,1,False
24,Arbok,Poison,,438,71,90,61,59,81,76,1,False
83,Farfetch'd,Normal,Flying,352,53,71,42,63,65,58,1,False
80,SlowbroMega Slowbro,Water,Psychic,590,95,73,175,129,80,38,1,False
39,Jigglypuff,Normal,Fairy,270,108,51,26,35,35,15,1,False
115,KangaskhanMega Kangaskhan,Normal,,590,113,130,93,60,101,93,1,False
139,Omastar,Rock,Water,495,62,55,137,123,71,47,1,False
100,Voltorb,Electric,,330,33,37,55,51,51,103,1,False
8,Wartortle,Water,,405,58,68,69,64,83,63,1,False
33,Nidorino,Poison,,365,51,77,62,49,57,69,1,False
125,Electabuzz,Electric,,490,64,77,65,89,96,99,1,False
66,Machop,Fighting,,305,70,82,47,32,43,31,1,False
136,Flareon,Fire,,525,61,139,54,96,106,69,1,False
35,Clefairy,Fairy,,323,72,49,54,56,57,35,1,False
127,Pinsir,Bug,,500,62,130,99,57,70,82,1,False
134,Vaporeon,Water,,525,128,57,70,103,96,71,1,False
137,Porygon,Normal,,395,59,56,66,86,77,51,1,False
72,Tentacool,Water,Poison,335,47,39,36,39,104,70,1,False
117,Seadra,Water,,440,54,55,96,99,54,82,1,False
136,Flareon,Fire,,525,65,133,54,95,109,69,1,False
69,Bellsprout,Grass,Poison,300,57,66,36,65,39,37,1,False
86,Seel,Water,,325,58,42,48,53,72,52,1,False
139,Omastar,Rock,Water,495,78,54,118,117,76,52,1,False
62,Poliwrath,Water,Fighting,510,93,97,91,68,84,77,1,False
10,Caterpie,Bug,,195,39,35,35,16,24,46,1,False
3,Venusaur,Grass,Poison,525,77,80,89,91,110,78,1,False
31,Nidoqueen,Poison,Ground,505,96,83,80,71,92,83,1,False
49,Venomoth,Bug,Poison,450,70,61,58,99,67,95,1,False
15,Beedrill,Bug,Poison,395,72,83,43,39,80,78,1,False
24,Arbok,Poison,,438,48,81,70,70,86,83,1,False
87,Dewgong,Water,Ice,475,91,65,83,67,106,63,1,False
103,Exeggutor,Grass,Psychic,520,94,91,77,121,75,62,1,False
128,Tauros,Normal,,490,67,113,104,40,62,104,1,False
20,Raticate,Normal,,413,62,81,54,52,64,100,1,False
104,Cubone,Ground,,320,55,50,101,33,42,39,1,False
115,KangaskhanMega Kangaskhan,Normal,,590,102,130,102,55,96,105,1,False
150,Mewtwo,Psychic,,680,116,100,88,164,87,125,1,True
140,Kabuto,Rock,Water,355,37,77,90,56,49,46,1,False
127,PinsirMega Pinsir,Bug,Flying,600,64,148,117,68,99,104,1,False
57,Primeape,Fighting,,455,70,100,59,69,65,92,1,False
92,Gastly,Ghost,Poison,310,23,43,37,95,40,72,1,False
96,Drowzee,Psychic,,328,57,49,37,45,89,51,1,False
8,Wartortle,Water,,405,55,65,85,62,76,62,1,False
31,Nidoqueen,Poison,Ground,505,91,98,82,67,94,73,1,False
139,Omastar,Rock,Water,495,79,57,121,119,63,56,1,False
21,Spearow,Normal,Flying,262,43,56,31,34,34,64,1,False
150,MewtwoMega Mewtwo Y,Psychic,,780,105,147,77,199,118,134,1,True
141,Kabutops,Rock,Water,495,56,118,102,66,78,75,1,False
39,Jigglypuff,Normal,Fairy,270,120,48,19,39,17,27,1,False
15,BeedrillMega Beedrill,Bug,Poison,495,73,149,36,8,75,154,1,False
71,Victreebel,Grass,Poison,490,88,100,66,109,66,61,1,False
97,Hypno,Psychic,,483,82,69,69,78,120,65,1,False
137,Porygon,Normal,,395,57,56,62,93,90,37,1,False
82,Magneton,Electric,Steel,465,55,64,95,111,71,69,1,False
15,Beedrill,Bug,Poison,395,63,93,41,46,76,76,1,False
7,Squirtle,Water,,314,37,43,67,43,69,55,1,False
150,MewtwoMega Mewtwo X,Psychic,Fighting,780,109,187,102,161,89,132,1,True
47,Parasect,Bug,Grass,405,55,96,72,71,83,28,1,False
24,Arbok,Poison,,438,65,80,72,58,86,77,1,False
20,Raticate,Normal,,413,49,87,59,50,68,100,1,False
104,Cubone,Ground,,320,47,54,91,40,57,31,1,False
115,Kangaskhan,Normal,,490,101,96,83,42,85,83,1,False
17,Pidgeotto,Normal,Flying,349,68,62,52,46,47,74,1,False
49,Venomoth,Bug,Poison,450,66,73,57,97,76,81,1,False
109,Koffing,Poison,,340,51,63,95,64,37,30,1,False
76,Golem,Rock,Ground,495,77,115,135,59,71,38,1,False
8,Wartortle,Water,,405,59,57,79,62,88,60,1,False
19,Rattata,Normal,,253,28,55,39,24,36,71,1,False
115,Kangaskhan,Normal,,490,101,95,81,37,81,95,1,False
80,SlowbroMega Slowbro,Water,Psychic,590,98,80,177,133,66,36,1,False
149,Dragonite,Dragon,Flying,600,97,141,88,102,100,72,1,False
34,Nidoking,Poison,Ground,505,86,106,73,87,71,82,1,False
127,Pinsir,Bug,,500,59,120,104,47,76,94,1,False
54,Psyduck,Water,,320,53,59,43,65,54,46,1,False
54,Psyduck,Water,,320,48,57,47,62,42,64,1,False
109,Koffing,Poison,,340,34,63,99,66,45,33,1,False
151,Mew,Psychic,,600,100,95,103,103,101,98,1,False
77,Ponyta,Fire,,410,51,87,56,71,59,86,1,False
115,KangaskhanMega Kangaskhan,Normal,,590,110,121,100,58,99,102,1,False
70,Weepinbell,Grass,Poison,390,63,85,53,92,39,58,1,False
65,AlakazamMega Alakazam,Psychic,,590,49,52,74,169,98,148,1,False
67,Machoke,Fighting,,405,81,94,73,43,71,43,1,False
4,Charmander,Fire,,309,39,58,46,63,42,61,1,False
122,Mr. Mime,Psychic,Fairy,460,47,44,64,98,118,89,1,False
115,KangaskhanMega Kangaskhan,Normal,,590,100,129,96,64,102,99,1,False
2,Ivysaur,Grass,Poison,405,55,64,70,89,76,51,1,False
96,Drowzee,Psychic,,328,53,52,47,45,85,46,1,False
75,Graveler,Rock,Ground,390,62,102,108,39,45,34,1,False
128,Tauros,Normal,,490,67,101,95,40,65,122,1,False
106,Hitmonlee,Fighting,,455,52,128,50,35,101,89,1,False
65,AlakazamMega Alakazam,Psychic,,590,54,57,63,165,97,154,1,False
102,Exeggcute,Grass,Psychic,325,63,38,74,63,46,41,1,False
